traffic_volume,holiday,temp,rain_1h,clouds_all,weather_main,weather_description
4905,None,291.01,0,5,Clear,sky is clear
4523,None,293.34,0,5,Clear,sky is clear
4603,None,295.02,0,1,Clear,sky is clear
4807,None,296.42,0,1,Clear,sky is clear
4905,None,297.48,0,1,Haze,haze
5032,None,298.48,0,1,Clear,sky is clear
5476,None,299.15,0,1,Haze,haze
6238,None,299.62,0,1,Clear,sky is clear
5627,None,300.08,0,1,Clear,sky is clear
4360,None,300.02,0,1,Clear,sky is clear
3485,None,299.68,0,20,Clouds,few clouds
2974,None,298.95,0,1,Clear,sky is clear
2798,None,296.69,0,40,Clouds,scattered clouds
2220,None,293.83,0,40,Clouds,scattered clouds
1254,None,292.15,0,1,Clear,sky is clear
698,None,290.76,0,1,Clear,sky is clear
440,None,288.66,0,1,Clear,sky is clear
315,None,287.78,0,1,Clear,sky is clear
357,None,286.78,0,1,Clear,sky is clear
870,None,285.61,0,1,Clear,sky is clear
3008,None,284.88,0,1,Clear,sky is clear
5395,None,285.09,0,1,Clear,sky is clear
5917,None,286.64,0,1,Clear,sky is clear
6009,None,290.87,0,75,Clouds,broken clouds
5064,None,294.34,0,75,Clouds,broken clouds
4574,None,296.21,0,75,Clouds,broken clouds
4684,None,297.75,0,1,Clear,sky is clear
4708,None,299.62,0,1,Clear,sky is clear
4793,None,300.61,0,1,Clear,sky is clear
5070,None,301.27,0,1,Clear,sky is clear
5642,None,302.27,0,1,Clear,sky is clear
6465,None,302.96,0,75,Clouds,broken clouds
5965,None,303.03,0,75,Clouds,broken clouds
4648,None,302.75,0,75,Clouds,broken clouds
3693,None,302.28,0,75,Clouds,broken clouds
3076,None,300.69,0,90,Drizzle,light intensity drizzle
3076,None,300.69,0,90,Rain,light rain
2824,None,298.89,0,90,Thunderstorm,proximity thunderstorm with rain
2824,None,298.89,0,90,Drizzle,light intensity drizzle
2349,None,297.29,0,90,Thunderstorm,proximity thunderstorm
1422,None,295.11,0,90,Thunderstorm,proximity thunderstorm
1422,None,295.11,0,90,Rain,heavy intensity rain
920,None,294.1,0,90,Rain,light rain
563,None,293.65,0,1,Rain,light rain
624,None,292.94,0,1,Drizzle,light intensity drizzle
802,None,292.76,0,1,Clear,sky is clear
1227,None,292.29,0,1,Mist,mist
3193,None,291.53,0,40,Fog,fog
6083,None,291.75,0,40,Clouds,scattered clouds
6473,None,291.8,0,75,Clouds,broken clouds
6160,None,293.22,0,40,Clouds,scattered clouds
5031,None,294.28,0,20,Clouds,few clouds
4508,None,295.59,0,20,Clouds,few clouds
4794,None,296.88,0,20,Clouds,few clouds
5061,None,298.21,0,40,Clouds,scattered clouds
4821,None,299.08,0,75,Clouds,broken clouds
5017,None,299.82,0,75,Clouds,broken clouds
5745,None,300.02,0,75,Clouds,broken clouds
6500,None,300.55,0,1,Clear,sky is clear
5937,None,300.75,0,40,Clouds,scattered clouds
4630,None,300.42,0,40,Clouds,scattered clouds
3744,None,300.55,0,40,Clouds,scattered clouds
3162,None,299.89,0,1,Clear,sky is clear
3390,None,298.22,0,5,Clear,sky is clear
2537,None,295.78,0,1,Clear,sky is clear
1505,None,294.41,0,1,Clear,sky is clear
839,None,293.03,0,1,Clear,sky is clear
469,None,292.15,0,1,Clear,sky is clear
371,None,291.62,0,1,Clear,sky is clear
388,None,290.87,0,1,Clear,sky is clear
841,None,290.08,0,1,Clear,sky is clear
2798,None,289.35,0,1,Clear,sky is clear
5376,None,288.75,0,1,Clear,sky is clear
6350,None,289.28,0,1,Clear,sky is clear
5457,None,291.34,0,5,Clear,sky is clear
4876,None,293.36,0,5,Clear,sky is clear
4764,None,295.28,0,5,Clear,sky is clear
4866,None,296.72,0,5,Clear,sky is clear
4838,None,298.36,0,5,Clear,sky is clear
4924,None,299.36,0,1,Clear,sky is clear
5233,None,300.29,0,40,Clouds,scattered clouds
5606,None,300.94,0,40,Clouds,scattered clouds
5844,None,301.51,0,20,Clouds,few clouds
5436,None,301.65,0,1,Clear,sky is clear
4229,None,302.15,0,1,Clear,sky is clear
4023,None,301.72,0,1,Clear,sky is clear
3537,None,301.08,0,1,Clear,sky is clear
3036,None,299.8,0,1,Clear,sky is clear
2951,None,298.37,0,40,Clouds,scattered clouds
3467,None,297.65,0,1,Clear,sky is clear
1721,None,297.15,0,1,Clear,sky is clear
994,None,296.54,0,1,Clear,sky is clear
641,None,296.75,0,1,Clear,sky is clear
414,None,296.95,0,1,Clear,sky is clear
459,None,297.28,0,1,Clear,sky is clear
740,None,297.43,0,1,Clear,sky is clear
1383,None,297.01,0,1,Clear,sky is clear
2089,None,297.02,0,1,Clear,sky is clear
2929,None,297.51,0,1,Clear,sky is clear
3648,None,299.15,0,40,Clouds,scattered clouds
3996,None,300.61,0,1,Clear,sky is clear
4307,None,302.43,0,5,Clear,sky is clear
4857,None,304.15,0,1,Clear,sky is clear
4505,None,305.68,0,40,Clouds,scattered clouds
4600,None,306.15,0,40,Clouds,scattered clouds
4550,None,306.75,0,90,Clouds,overcast clouds
4231,None,307.02,0,75,Clouds,broken clouds
4149,None,306.68,0,75,Clouds,broken clouds
3954,None,306.29,0,1,Clear,sky is clear
3537,None,305.49,0,75,Clouds,broken clouds
3235,None,304.62,0,1,Clear,sky is clear
3370,None,303.16,0,1,Clear,sky is clear
3604,None,300.63,0,40,Clouds,scattered clouds
2621,None,298.1,0,1,Clear,sky is clear
1743,None,296.96,0,1,Clear,sky is clear
1123,None,295.62,0,40,Clouds,scattered clouds
718,None,295.36,0,1,Clear,sky is clear
466,None,294.62,0,1,Clear,sky is clear
338,None,293.89,0,1,Clear,sky is clear
537,None,294.61,0,1,Clear,sky is clear
877,None,294.95,0,40,Clouds,scattered clouds
1131,None,295.49,0,75,Clouds,broken clouds
1568,None,295.69,0,20,Thunderstorm,proximity thunderstorm
1704,None,294.89,0,90,Thunderstorm,proximity thunderstorm
2709,None,289.55,0,90,Thunderstorm,proximity thunderstorm
2709,None,289.55,0,90,Mist,mist
2709,None,289.55,0,90,Rain,heavy intensity rain
3401,None,289.22,0,90,Thunderstorm,proximity thunderstorm
3401,None,289.22,0,90,Mist,mist
3401,None,289.22,0,90,Rain,moderate rain
4039,None,289.55,0,90,Rain,light rain
4039,None,289.55,0,90,Thunderstorm,proximity thunderstorm
4325,None,291.35,0,90,Thunderstorm,proximity thunderstorm
4346,None,293.48,0,90,Clouds,overcast clouds
4510,None,294.22,0,90,Clouds,overcast clouds
4451,None,294.94,0,90,Thunderstorm,proximity thunderstorm
4451,None,294.94,0,90,Rain,light rain
4137,None,294.73,0,90,Thunderstorm,proximity thunderstorm
4137,None,294.73,0,90,Drizzle,light intensity drizzle
4137,None,294.73,0,90,Rain,light rain
3636,None,294.95,0,75,Rain,light rain
3636,None,294.95,0,75,Thunderstorm,thunderstorm
3214,None,294.95,0,40,Rain,heavy intensity rain
3214,None,294.95,0,40,Mist,mist
2960,None,294.87,0,75,Rain,light rain
2666,None,294.82,0,1,Clear,sky is clear
2072,None,293.75,0,90,Mist,mist
2072,None,293.75,0,90,Haze,haze
1183,None,293.15,0,1,Fog,fog
1183,None,293.15,0,1,Mist,mist
1183,None,293.15,0,1,Haze,haze
658,None,292.88,0,1,Mist,mist
658,None,292.88,0,1,Fog,fog
658,None,292.88,0,1,Haze,haze
412,None,292.29,0,90,Mist,mist
412,None,292.29,0,90,Fog,fog
308,None,291.96,0,90,Fog,fog
308,None,291.96,0,90,Mist,mist
320,None,291.41,0,90,Fog,fog
320,None,291.41,0,90,Mist,mist
880,None,291.09,0,90,Fog,fog
880,None,291.09,0,90,Mist,mist
2830,None,291.02,0,1,Fog,fog
2830,None,291.02,0,1,Mist,mist
5621,None,290.61,0,90,Mist,mist
5621,None,290.61,0,90,Fog,fog
6068,None,290.61,0,90,Mist,mist
6068,None,290.61,0,90,Fog,fog
5716,None,291.21,0,20,Mist,mist
5716,None,291.21,0,20,Fog,fog
4766,None,293.15,0,40,Mist,mist
4229,None,295.35,0,75,Mist,mist
4515,None,296.77,0,40,Clouds,scattered clouds
4880,None,298.86,0,40,Clouds,scattered clouds
4843,None,300.02,0,75,Clouds,broken clouds
5002,None,299.41,0,1,Thunderstorm,proximity thunderstorm
5287,None,297.66,0,90,Thunderstorm,proximity thunderstorm
5287,None,297.66,0,90,Rain,light rain
5927,None,294.68,0,75,Rain,moderate rain
5927,None,294.68,0,75,Mist,mist
5666,None,294.77,0,75,Rain,moderate rain
5666,None,294.77,0,75,Mist,mist
4342,None,294.59,0,75,Rain,light rain
4342,None,294.59,0,75,Mist,mist
3056,None,295.28,0,90,Rain,light rain
2608,None,295.96,0,75,Clouds,broken clouds
2421,None,295.4,0,75,Clouds,broken clouds
1969,None,294.02,0,40,Clouds,scattered clouds
1250,None,293.34,0,75,Mist,mist
750,None,292.9,0,1,Clear,sky is clear
423,None,292.55,0,1,Mist,mist
293,None,292.01,0,1,Mist,mist
310,None,292.22,0,1,Clear,sky is clear
883,None,292.08,0,1,Clear,sky is clear
3010,None,292.22,0,1,Clear,sky is clear
5800,None,292.22,0,1,Clear,sky is clear
6242,None,292.42,0,75,Clouds,broken clouds
5855,None,293.41,0,40,Rain,light rain
5000,None,294.68,0,1,Clear,sky is clear
4357,None,296.01,0,1,Clear,sky is clear
4719,None,297.15,0,75,Clouds,broken clouds
4934,None,297.95,0,40,Thunderstorm,proximity thunderstorm
4991,None,298.48,0,75,Clouds,broken clouds
4984,None,299.75,0,90,Clouds,overcast clouds
5559,None,300.75,0,75,Clouds,broken clouds
6262,None,301.55,0,90,Clouds,overcast clouds
6006,None,302.81,0,75,Clouds,broken clouds
4601,None,303.22,0,75,Clouds,broken clouds
3321,None,303.42,0,75,Clouds,broken clouds
3114,None,303.15,0,75,Clouds,broken clouds
2964,None,302.02,0,40,Clouds,scattered clouds
2805,None,301.08,0,1,Clear,sky is clear
1328,None,300.22,0,1,Clear,sky is clear
704,None,299.68,0,90,Thunderstorm,proximity thunderstorm
704,None,299.68,0,90,Rain,moderate rain
408,None,295.6,0,75,Thunderstorm,thunderstorm
408,None,295.6,0,75,Mist,mist
408,None,295.6,0,75,Rain,heavy intensity rain
408,None,295.6,0,75,Drizzle,light intensity drizzle
310,None,291.75,0,90,Rain,heavy intensity rain
310,None,291.75,0,90,Drizzle,light intensity drizzle
310,None,291.75,0,90,Thunderstorm,thunderstorm with rain
369,None,291.75,0,40,Rain,light rain
369,None,291.75,0,40,Drizzle,light intensity drizzle
854,None,291.35,0,20,Clouds,few clouds
2890,None,291.29,0,1,Clear,sky is clear
5880,None,291.75,0,90,Rain,light rain
5538,None,291.95,0,75,Rain,light rain
5538,None,291.95,0,75,Drizzle,light intensity drizzle
5629,None,292.75,0,75,Rain,light rain
5020,None,293.94,0,40,Clouds,scattered clouds
4555,None,295.72,0,1,Clear,sky is clear
4866,None,296.95,0,75,Clouds,broken clouds
4996,None,297.83,0,75,Clouds,broken clouds
4867,None,298.28,0,1,Clear,sky is clear
5157,None,298.65,0,40,Clouds,scattered clouds
5681,None,299.62,0,1,Clear,sky is clear
6593,None,300.46,0,40,Clouds,scattered clouds
6055,None,300.65,0,40,Clouds,scattered clouds
4795,None,300.82,0,40,Clouds,scattered clouds
3535,None,300.62,0,40,Clouds,scattered clouds
3089,None,300.02,0,40,Clouds,scattered clouds
2733,None,298.82,0,40,Clouds,scattered clouds
2563,None,296.41,0,40,Clouds,scattered clouds
2347,None,294.28,0,1,Clear,sky is clear
938,None,292.93,0,1,Clear,sky is clear
563,None,293.01,0,1,Clear,sky is clear
336,None,291.75,0,1,Clear,sky is clear
381,None,291.15,0,1,Clear,sky is clear
872,None,290.79,0,1,Clear,sky is clear
2957,None,290.95,0,1,Clear,sky is clear
5896,None,290.34,0,1,Clear,sky is clear
6148,None,291.88,0,1,Clear,sky is clear
5945,None,293.61,0,5,Clear,sky is clear
5073,None,294.88,0,1,Clear,sky is clear
4816,None,296.28,0,5,Clear,sky is clear
5189,None,297.68,0,5,Clear,sky is clear
4944,None,298.42,0,40,Clouds,scattered clouds
4933,None,299.48,0,40,Clouds,scattered clouds
5121,None,300.15,0,1,Clear,sky is clear
5802,None,300.88,0,75,Clouds,broken clouds
6239,None,301.42,0,75,Clouds,broken clouds
5844,None,301.82,0,1,Clear,sky is clear
4542,None,301.89,0,40,Clouds,scattered clouds
3541,None,301.82,0,1,Clear,sky is clear
3439,None,301.02,0,20,Clouds,few clouds
3312,None,299.62,0,1,Clear,sky is clear
2700,None,296.35,0,1,Clear,sky is clear
1532,None,293.6,0,1,Clear,sky is clear
890,None,291.36,0,1,Clear,sky is clear
540,None,291.22,0,1,Clear,sky is clear
411,None,291.15,0,1,Clear,sky is clear
404,None,290.68,0,1,Clear,sky is clear
889,None,289.81,0,1,Clear,sky is clear
2746,None,290.14,0,1,Clear,sky is clear
4912,None,291.15,0,40,Clouds,scattered clouds
6195,None,292.35,0,40,Clouds,scattered clouds
5351,None,293.02,0,75,Clouds,broken clouds
4848,None,294.28,0,75,Rain,light rain
4563,None,295.28,0,75,Clouds,broken clouds
4872,None,296.08,0,75,Clouds,broken clouds
5135,None,297.43,0,1,Clear,sky is clear
5101,None,299.47,0,75,Clouds,broken clouds
5257,None,301.15,0,75,Clouds,broken clouds
4762,None,301.75,0,40,Clouds,scattered clouds
5764,None,300.61,0,90,Clouds,overcast clouds
5266,None,300.4,0,75,Rain,light rain
4619,None,299.21,0,90,Rain,moderate rain
3660,None,298.34,0,90,Rain,light rain
3660,None,298.34,0,90,Drizzle,light intensity drizzle
3465,None,297.08,0,90,Drizzle,light intensity drizzle
3262,None,296.28,0,75,Clouds,broken clouds
1688,None,294.97,0,1,Clear,sky is clear
384,None,293.9,0,1,Clear,sky is clear
318,None,293.27,0,1,Clear,sky is clear
388,None,292.09,0,1,Clear,sky is clear
667,None,291.15,0,1,Clear,sky is clear
493,None,289.9,0,1,Mist,mist
531,None,288.49,0,1,Mist,mist
993,None,287.89,0,1,Mist,mist
1608,None,287.78,0,1,Mist,mist
2016,None,289.75,0,5,Clear,sky is clear
2782,None,292.36,0,1,Clear,sky is clear
3468,None,294.47,0,75,Clouds,broken clouds
4167,None,296.68,0,75,Clouds,broken clouds
4438,None,297.42,0,1,Clear,sky is clear
4624,None,298.65,0,75,Clouds,broken clouds
4408,None,299.65,0,75,Clouds,broken clouds
4457,None,299.95,0,40,Clouds,scattered clouds
4516,None,300.34,0,75,Clouds,broken clouds
4525,None,300.95,0,75,Thunderstorm,proximity thunderstorm
4421,None,299.68,0,90,Rain,moderate rain
4210,None,298.22,0,90,Rain,light rain
3614,None,295.61,0,90,Rain,heavy intensity rain
3057,None,292.42,0,90,Rain,proximity shower rain
3651,None,291.59,0,75,Rain,moderate rain
3651,None,291.59,0,75,Drizzle,drizzle
3075,None,290.27,0,90,Rain,moderate rain
3075,None,290.27,0,90,Mist,mist
2096,None,290.15,0,90,Rain,moderate rain
1387,None,290.21,0,75,Rain,moderate rain
1387,None,290.21,0,75,Mist,mist
1387,None,290.21,0,75,Drizzle,light intensity drizzle
1293,None,289.86,0,40,Rain,heavy intensity rain
1293,None,289.86,0,40,Thunderstorm,thunderstorm
754,None,289.4,0,90,Thunderstorm,proximity thunderstorm
754,None,289.4,0,90,Rain,moderate rain
754,None,289.4,0,90,Drizzle,drizzle
390,None,289.35,0,90,Rain,light rain
542,None,289.01,0,40,Clouds,scattered clouds
647,None,288.75,0,40,Clouds,scattered clouds
1149,None,288.82,0,75,Clouds,broken clouds
1318,None,288.62,0,1,Clear,sky is clear
1868,None,289.41,0,75,Clouds,broken clouds
2736,None,290.34,0,75,Clouds,broken clouds
3711,None,291.41,0,75,Clouds,broken clouds
4446,None,291.75,0,75,Clouds,broken clouds
4906,None,292.65,0,75,Clouds,broken clouds
4642,None,293.62,0,75,Clouds,broken clouds
4482,None,294.08,0,75,Clouds,broken clouds
4374,None,294.48,0,75,Clouds,broken clouds
4469,None,294.21,0,75,Clouds,broken clouds
4175,None,294.49,0,40,Clouds,scattered clouds
3885,None,294.79,0,40,Clouds,scattered clouds
3740,None,294.62,0,1,Clear,sky is clear
3432,None,294.02,0,40,Clouds,scattered clouds
2755,None,293.02,0,40,Clouds,scattered clouds
2374,None,291.55,0,1,Clear,sky is clear
1886,None,290.68,0,1,Clear,sky is clear
798,None,290.688,0,68,Clouds,broken clouds
466,None,288.78,0,75,Clouds,broken clouds
358,None,289.55,0,90,Clouds,overcast clouds
343,None,289.48,0,40,Clouds,scattered clouds
878,None,289.28,0,1,Rain,light rain
2919,None,288.75,0,1,Rain,moderate rain
5719,None,288.15,0,40,Clouds,scattered clouds
5591,None,288.48,0,1,Clear,sky is clear
5328,None,289.62,0,40,Clouds,scattered clouds
4666,None,290.62,0,40,Clouds,scattered clouds
4166,None,291.36,0,75,Clouds,broken clouds
4549,None,292.15,0,75,Clouds,broken clouds
4835,None,292.87,0,75,Clouds,broken clouds
4863,None,293.44,0,75,Clouds,broken clouds
4928,None,294.08,0,75,Clouds,broken clouds
5464,None,294.15,0,75,Thunderstorm,proximity thunderstorm
6300,None,294.65,0,40,Clouds,scattered clouds
5659,None,295,0,75,Clouds,broken clouds
4274,None,295.01,0,40,Clouds,scattered clouds
3316,None,294.8,0,40,Clouds,scattered clouds
2821,None,294.65,0,1,Clear,sky is clear
2667,None,293.22,0,20,Clouds,few clouds
2286,None,291.15,0,5,Clear,sky is clear
1178,None,289.42,0,1,Clear,sky is clear
718,None,288.01,0,1,Clear,sky is clear
437,None,287.51,0,40,Clouds,scattered clouds
318,None,287.79,0,1,Clear,sky is clear
346,None,288.51,0,40,Rain,moderate rain
826,None,288.86,0,40,Rain,light rain
826,None,288.86,0,40,Drizzle,light intensity drizzle
2891,None,288.72,0,90,Rain,light rain
5457,None,288.72,0,90,Rain,moderate rain
5665,None,288.09,0,90,Rain,heavy intensity rain
5665,None,288.09,0,90,Mist,mist
6019,None,288.01,0,75,Rain,light rain
5033,None,289.28,0,40,Rain,light rain
5033,None,289.28,0,40,Thunderstorm,proximity thunderstorm
4424,None,290.88,0,40,Clouds,scattered clouds
4699,None,292.22,0,1,Clear,sky is clear
4841,None,293.79,0,1,Clear,sky is clear
4849,None,294.58,0,40,Clouds,scattered clouds
5049,None,295.29,0,40,Clouds,scattered clouds
5561,None,296.15,0,40,Clouds,scattered clouds
6395,None,296.43,0,40,Clouds,scattered clouds
6221,None,296.36,0,40,Clouds,scattered clouds
4710,None,296.37,0,40,Clouds,scattered clouds
3363,None,296.15,0,75,Clouds,broken clouds
2872,None,295.65,0,90,Clouds,overcast clouds
2739,None,294.66,0,1,Clear,sky is clear
2080,None,291.87,0,5,Clear,sky is clear
1286,None,288.94,0,1,Clear,sky is clear
731,None,287.66,0,1,Clear,sky is clear
450,None,286.87,0,1,Clear,sky is clear
355,None,286.49,0,1,Mist,mist
381,None,285.58,0,1,Clear,sky is clear
915,None,285.08,0,1,Mist,mist
3011,None,285.69,0,1,Clear,sky is clear
5890,None,286.01,0,1,Clear,sky is clear
6579,None,287.15,0,1,Clear,sky is clear
6047,None,289.86,0,40,Clouds,scattered clouds
4987,None,291.72,0,1,Clear,sky is clear
4450,None,293.77,0,75,Clouds,broken clouds
4808,None,295.01,0,40,Clouds,scattered clouds
4808,None,295.01,0,40,Clouds,scattered clouds
4928,None,296.35,0,1,Clear,sky is clear
4961,None,296.744,0,80,Clouds,broken clouds
5000,None,296.744,0,80,Clouds,broken clouds
5719,None,299.22,0,20,Clouds,few clouds
6576,None,299.68,0,5,Clear,sky is clear
6673,None,299.84,0,5,Clear,sky is clear
5252,None,299.78,0,1,Clear,sky is clear
3462,None,299.49,0,1,Clear,sky is clear
3152,None,298.59,0,40,Clouds,scattered clouds
2792,None,297.15,0,75,Clouds,broken clouds
2157,None,296.22,0,1,Clear,sky is clear
1402,None,295.55,0,1,Clear,sky is clear
844,None,294.95,0,1,Rain,light rain
514,None,294.55,0,75,Thunderstorm,proximity thunderstorm
336,None,294.28,0,1,Rain,light rain
417,None,293.95,0,1,Rain,heavy intensity rain
897,None,292.89,0,1,Clear,sky is clear
2880,None,292.34,0,1,Thunderstorm,proximity thunderstorm
5585,None,292.28,0,40,Rain,light rain
6018,None,292.65,0,90,Rain,light rain
6018,None,292.65,0,90,Drizzle,light intensity drizzle
6044,None,292.96,0,90,Rain,light rain
6044,None,292.96,0,90,Thunderstorm,thunderstorm with heavy rain
4886,None,293.55,0,75,Rain,light rain
4445,None,293.76,0,75,Rain,moderate rain
4659,None,292.72,0,90,Rain,heavy intensity rain
4659,None,292.72,0,90,Mist,mist
4880,None,292.09,0,90,Rain,moderate rain
4880,None,292.09,0,90,Mist,mist
4833,None,292.4,0,90,Rain,heavy intensity rain
5123,None,292.78,0,90,Rain,light rain
5123,None,292.78,0,90,Mist,mist
5652,None,292.59,0,90,Rain,moderate rain
5652,None,292.59,0,90,Mist,mist
5652,None,292.59,0,90,Drizzle,light intensity drizzle
5652,None,292.59,0,90,Thunderstorm,proximity thunderstorm with rain
6196,None,292.96,0,90,Rain,moderate rain
6196,None,292.96,0,90,Mist,mist
6196,None,292.96,0,90,Drizzle,light intensity drizzle
6037,None,293.08,0,75,Rain,moderate rain
4564,None,293.67,0,75,Rain,moderate rain
4564,None,293.67,0,75,Mist,mist
3602,None,294.22,0,75,Rain,light rain
3245,None,294.42,0,1,Thunderstorm,thunderstorm
3168,None,293.51,0,1,Mist,mist
2844,None,292.35,0,1,Clear,sky is clear
1501,None,291.02,0,1,Clear,sky is clear
1036,None,290.09,0,1,Clear,sky is clear
656,None,289.52,0,1,Clear,sky is clear
561,None,288.84,0,1,Clear,sky is clear
636,None,288.03,0,1,Mist,mist
1023,None,287.62,0,1,Clear,sky is clear
2978,None,287.09,0,1,Clear,sky is clear
5484,None,286.77,0,1,Clear,sky is clear
6583,None,287.77,0,1,Clear,sky is clear
5669,None,289.62,0,5,Clear,sky is clear
5036,None,290.42,0,1,Clear,sky is clear
4888,None,291.35,0,40,Clouds,scattered clouds
5367,None,292.15,0,75,Clouds,broken clouds
5467,None,292.08,0,75,Clouds,broken clouds
5230,None,293.65,0,75,Clouds,broken clouds
5295,None,294,0,90,Clouds,overcast clouds
5606,None,294.55,0,75,Clouds,broken clouds
5868,None,294.76,0,90,Clouds,overcast clouds
5267,None,293.69,0,75,Rain,light rain
4543,None,293.44,0,75,Rain,light rain
3857,None,293.15,0,90,Rain,light rain
3441,None,292.69,0,75,Clouds,broken clouds
4165,None,291.29,0,90,Rain,light rain
3507,None,290.4,0,1,Rain,moderate rain
2494,None,290.29,0,40,Clouds,scattered clouds
1496,None,289.22,0,75,Clouds,broken clouds
871,None,288.22,0,1,Clear,sky is clear
637,None,287.28,0,1,Clear,sky is clear
461,None,286.69,0,40,Clouds,scattered clouds
544,None,285.97,0,40,Clouds,scattered clouds
1042,None,285.03,0,1,Clear,sky is clear
1601,None,284.88,0,40,Clouds,scattered clouds
2304,None,285.42,0,75,Clouds,broken clouds
3141,None,285.95,0,1,Clear,sky is clear
3659,None,287.68,0,20,Clouds,few clouds
3976,None,288.82,0,1,Clear,sky is clear
4198,None,290.02,0,75,Clouds,broken clouds
4651,None,290.59,0,75,Clouds,broken clouds
4564,None,290.8,0,40,Clouds,scattered clouds
4560,None,289.62,0,75,Thunderstorm,thunderstorm with heavy rain
4560,None,289.62,0,75,Drizzle,light intensity drizzle
4560,None,289.62,0,75,Rain,moderate rain
4573,None,289.36,0,90,Thunderstorm,proximity thunderstorm
4573,None,289.36,0,90,Rain,moderate rain
4358,None,287.83,0,40,Rain,light rain
4358,None,287.83,0,40,Thunderstorm,thunderstorm with light rain
4307,None,290.01,0,75,Clouds,broken clouds
4036,None,290.59,0,90,Clouds,overcast clouds
3460,None,290.35,0,75,Rain,light rain
3190,None,289.95,0,75,Clouds,broken clouds
3322,None,288.69,0,40,Clouds,scattered clouds
3431,None,287.82,0,40,Rain,light rain
2378,None,286.9,0,1,Clear,sky is clear
1751,None,286.22,0,1,Clear,sky is clear
1015,None,286.28,0,40,Clouds,scattered clouds
719,None,286.36,0,75,Clouds,broken clouds
458,None,286.08,0,1,Clear,sky is clear
445,None,285.68,0,90,Clouds,overcast clouds
687,None,285.75,0,90,Clouds,overcast clouds
1171,None,285.62,0,90,Clouds,overcast clouds
1628,None,285.62,0,90,Clouds,overcast clouds
2284,None,285.79,0,90,Clouds,overcast clouds
3390,None,285.96,0,90,Mist,mist
3390,None,285.96,0,90,Drizzle,light intensity drizzle
4178,None,286.35,0,90,Haze,haze
4178,None,286.35,0,90,Mist,mist
3916,None,286.89,0,90,Rain,moderate rain
3916,None,286.89,0,90,Drizzle,light intensity drizzle
4398,None,288.14,0,90,Rain,light rain
4379,None,289.48,0,75,Clouds,broken clouds
4414,None,290.75,0,75,Clouds,broken clouds
4467,None,292.15,0,40,Clouds,scattered clouds
4107,None,292.48,0,40,Clouds,scattered clouds
3909,None,292.46,0,75,Clouds,broken clouds
3673,None,292.68,0,40,Clouds,scattered clouds
3280,None,292.03,0,40,Clouds,scattered clouds
3829,None,291.75,0,40,Clouds,scattered clouds
2782,None,290.69,0,90,Clouds,overcast clouds
2042,None,288.89,0,40,Clouds,scattered clouds
1255,None,287.09,0,40,Clouds,scattered clouds
752,None,285.78,0,1,Clear,sky is clear
445,None,284.47,0,75,Clouds,broken clouds
330,None,283.91,0,1,Clear,sky is clear
348,None,283.16,0,1,Clear,sky is clear
843,None,282.82,0,1,Clear,sky is clear
2810,None,282.03,0,1,Clear,sky is clear
5431,None,281.96,0,1,Clear,sky is clear
6227,None,282.62,0,1,Clear,sky is clear
5612,None,284.84,0,5,Clear,sky is clear
4458,None,287.15,0,5,Clear,sky is clear
4088,None,288.65,0,1,Clear,sky is clear
4495,None,290.15,0,40,Clouds,scattered clouds
4714,None,291.28,0,75,Clouds,broken clouds
4737,None,291.79,0,40,Clouds,scattered clouds
4762,None,292.71,0,75,Clouds,broken clouds
5442,None,293.42,0,40,Clouds,scattered clouds
6255,None,293.82,0,40,Clouds,scattered clouds
5866,None,293.95,0,40,Clouds,scattered clouds
4185,None,293.52,0,75,Clouds,broken clouds
3202,None,293.58,0,40,Clouds,scattered clouds
2836,None,293.48,0,20,Clouds,few clouds
2519,None,292.03,0,20,Clouds,few clouds
1818,None,288.91,0,1,Clear,sky is clear
1173,None,286.23,0,1,Clear,sky is clear
676,None,285.29,0,1,Clear,sky is clear
429,None,284.56,0,1,Clear,sky is clear
340,None,284.34,0,1,Clear,sky is clear
334,None,283.97,0,1,Clear,sky is clear
850,None,283.28,0,1,Clear,sky is clear
2909,None,282.78,0,1,Clear,sky is clear
5706,None,281.82,0,1,Clear,sky is clear
6422,None,283.75,0,5,Clear,sky is clear
5857,None,286.54,0,1,Clear,sky is clear
4823,None,290.28,0,5,Clear,sky is clear
4313,None,292.74,0,5,Clear,sky is clear
4529,None,294.08,0,40,Clouds,scattered clouds
4752,None,295.02,0,40,Clouds,scattered clouds
4691,None,295.58,0,1,Clear,sky is clear
5031,None,296.28,0,1,Clear,sky is clear
5497,None,296.43,0,75,Clouds,broken clouds
6387,None,296.9,0,1,Clear,sky is clear
6018,None,296.79,0,1,Clear,sky is clear
4451,None,297.27,0,40,Thunderstorm,proximity thunderstorm
3322,None,296.78,0,40,Thunderstorm,proximity thunderstorm
2965,None,296.29,0,1,Clear,sky is clear
3057,None,294.65,0,1,Clear,sky is clear
2022,None,293.15,0,75,Rain,light rain
1113,None,293.35,0,1,Clear,sky is clear
615,None,293.15,0,1,Clear,sky is clear
389,None,292.48,0,1,Drizzle,light intensity drizzle
289,None,291.61,0,1,Clear,sky is clear
305,None,291.55,0,1,Clear,sky is clear
872,None,291.35,0,90,Thunderstorm,thunderstorm
872,None,291.35,0,90,Mist,mist
872,None,291.35,0,90,Rain,heavy intensity rain
